"requirement_id","object_id","component_id","link_id","object_relation_id","precision_path_id","capability_id","topology_id","field_id","requirement_status","applicability_reason","search_status","last_searched_date","requirement_fingerprint","review_status","notes"
"REQ-CAMBRICON-MLU590-H8-POWER","OBJ-CAMBRICON-MLU590-H8","","","","","","","FIELD-PHY-POWER","pending_verification","No fixed H8 board manual has been obtained.","in_progress","2026-08-12","Cambricon|REQ-CAMBRICON-MLU590-H8-POWER","draft",""
"REQ-CAMBRICON-MLU590-H8-COOLING","OBJ-CAMBRICON-MLU590-H8","","","","","","","FIELD-PHY-COOLING","pending_verification","No fixed H8 board manual has been obtained.","in_progress","2026-08-12","Cambricon|REQ-CAMBRICON-MLU590-H8-COOLING","draft",""
"REQ-CAMBRICON-MLU590-H8-STATUS","OBJ-CAMBRICON-MLU590-H8","","","","","","","FIELD-ID-STATUS","pending_verification","No first-party ordering or availability evidence for H8 has been fixed.","in_progress","2026-08-12","Cambricon|REQ-CAMBRICON-MLU590-H8-STATUS","draft",""
"REQ-CAMBRICON-MLU590-M9-NAME","OBJ-CAMBRICON-MLU590-M9","","","","","","","FIELD-ID-NAME","inaccessible_evidence","CNToolkit 3.8.4 may contain the MLU590-H8/M9 board label but is currently inaccessible.","blocked","2026-08-12","Cambricon|REQ-CAMBRICON-MLU590-M9-NAME","draft","No M9 name fact is created."
"REQ-CAMBRICON-MLU590-M9-OBJECT-TYPE","OBJ-CAMBRICON-MLU590-M9","","","","","","","FIELD-ID-OBJECT-TYPE","inaccessible_evidence","The board-level mapping depends on inaccessible CNToolkit content.","blocked","2026-08-12","Cambricon|REQ-CAMBRICON-MLU590-M9-OBJECT-TYPE","draft","Formal object remains needs_resolution."
"REQ-CAMBRICON-MLU590-M9-FORM-FACTOR","OBJ-CAMBRICON-MLU590-M9","","","","","","","FIELD-PHY-FORM-FACTOR","pending_verification","No fixed M9 board manual has been obtained.","in_progress","2026-08-12","Cambricon|REQ-CAMBRICON-MLU590-M9-FORM-FACTOR","draft",""
"REQ-CAMBRICON-MLU590-M9-POWER","OBJ-CAMBRICON-MLU590-M9","","","","","","","FIELD-PHY-POWER","pending_verification","No fixed M9 board manual has been obtained.","in_progress","2026-08-12","Cambricon|REQ-CAMBRICON-MLU590-M9-POWER","draft",""
"REQ-CAMBRICON-MLU590-M9-COOLING","OBJ-CAMBRICON-MLU590-M9","","","","","","","FIELD-PHY-COOLING","pending_verification","No fixed M9 board manual has been obtained.","in_progress","2026-08-12","Cambricon|REQ-CAMBRICON-MLU590-M9-COOLING","draft",""
"REQ-CAMBRICON-MLU590-M9-STATUS","OBJ-CAMBRICON-MLU590-M9","","","","","","","FIELD-ID-STATUS","pending_verification","A user log is not first-party ordering or availability evidence.","in_progress","2026-08-12","Cambricon|REQ-CAMBRICON-MLU590-M9-STATUS","draft",""
"REQ-NVIDIA-H100-FP16-CUDA-FREQUENCY","","","","","PPATH-NVIDIA-H100-FP16-CUDA","","","FIELD-PHY-CLOCK","not_found","Selected H100 first-party tables do not bind the FP16 non-Tensor path to an explicit peak frequency.","completed","2026-08-12","H100|REQ-NVIDIA-H100-FP16-CUDA-FREQUENCY","reviewed","独立复核补录频率缺口。"
"REQ-NVIDIA-H100-BF16-CUDA-FREQUENCY","","","","","PPATH-NVIDIA-H100-BF16-CUDA","","","FIELD-PHY-CLOCK","not_found","Selected H100 first-party tables do not bind the BF16 non-Tensor path to an explicit peak frequency.","completed","2026-08-12","H100|REQ-NVIDIA-H100-BF16-CUDA-FREQUENCY","reviewed","独立复核补录频率缺口。"
"REQ-NVIDIA-H100-INT32-CUDA-FREQUENCY","","","","","PPATH-NVIDIA-H100-INT32-CUDA","","","FIELD-PHY-CLOCK","not_found","Selected H100 first-party tables do not bind the INT32 non-Tensor path to an explicit peak frequency.","completed","2026-08-12","H100|REQ-NVIDIA-H100-INT32-CUDA-FREQUENCY","reviewed","独立复核补录频率缺口。"
"REQ-GROQ-LPU1-PROCESS","OBJ-GROQ-LPU1-ARCH","","","","","","","FIELD-PHY-PROCESS","not_applicable","architecture_generation 不承接具体 die/package/card 的固定实现规格；候选值已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-GROQ-LPU1-PROCESS","draft","14 nm 属于首颗 ASIC"
"REQ-GROQ-LPU1-CLOCK","OBJ-GROQ-LPU1-ARCH","","","","","","","FIELD-PHY-CLOCK","not_applicable","architecture_generation 不承接具体 die/package/card 的固定实现规格；候选值已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-GROQ-LPU1-CLOCK","draft","900 MHz 属于首颗 ASIC"
"REQ-GROQ-LPU1-TRANSISTORS","OBJ-GROQ-LPU1-ARCH","","","","","","","FIELD-PHY-TRANSISTORS","not_applicable","architecture_generation 不承接具体 die/package/card 的固定实现规格；候选值已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-GROQ-LPU1-TRANSISTORS","draft","26.8B 属于首颗 ASIC"
"REQ-GROQ-LPU1-DIE-AREA","OBJ-GROQ-LPU1-ARCH","","","","","","","FIELD-PHY-DIE-AREA","not_applicable","architecture_generation 不承接具体 die/package/card 的固定实现规格；候选值已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-GROQ-LPU1-DIE-AREA","draft","25×29 mm 只作实现线索"
"REQ-GROQ-LPU1-POWER","OBJ-GROQ-LPU1-ARCH","","","","","","","FIELD-PHY-POWER","not_applicable","architecture_generation 不承接具体 die/package/card 的固定实现规格；候选值已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-GROQ-LPU1-POWER","draft","v1.7 功耗属于产品实现"
"REQ-GROQ-LPU1-TOTAL-THROUGHPUT","OBJ-GROQ-LPU1-ARCH","","","","","","","FIELD-COMP-THROUGHPUT","not_applicable","architecture_generation 不承接具体 die/package/card 的固定实现规格；候选值已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-GROQ-LPU1-TOTAL-THROUGHPUT","draft","820 TeraOps/s 为首版实现口径"
"REQ-GROQ-LPU1-MXM-FP16-THROUGHPUT","","","","","PP-GROQ-LPU1-MXM-FP16","","","FIELD-COMP-THROUGHPUT","not_applicable","architecture_generation 不承接具体 die/package/card 的固定实现规格；候选值已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-GROQ-LPU1-MXM-FP16-THROUGHPUT","draft","188 TFLOPs 为 v1.7 产品标签"
"REQ-GROQ-LPU1-MXM-INT8-THROUGHPUT","","","","","PP-GROQ-LPU1-MXM-INT8","","","FIELD-COMP-THROUGHPUT","not_applicable","architecture_generation 不承接具体 die/package/card 的固定实现规格；候选值已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-GROQ-LPU1-MXM-INT8-THROUGHPUT","draft","750 TOPs 为 v1.7 产品标签"
"REQ-GROQ-LPU1-SRAM-CAPACITY","","CMP-GROQ-LPU1-MEM","","","","","","FIELD-MEM-CAPACITY","not_applicable","architecture_generation 不承接具体 die/package/card 的固定实现规格；候选值已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-GROQ-LPU1-SRAM-CAPACITY","draft","220 MiB/230 MB 为不同实现修订值"
"REQ-GROQ-LPU1-SRAM-BW","","CMP-GROQ-LPU1-MEM","","","","","","FIELD-MEM-BIDIR-BW","not_applicable","architecture_generation 不承接具体 die/package/card 的固定实现规格；候选值已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-GROQ-LPU1-SRAM-BW","draft","55 TiB/s/80 TB/s 为实现值"
"REQ-GROQ-LPU1-C2C-COUNT","","","LINK-GROQ-LPU1-C2C","","","","","FIELD-INT-LINK-COUNT","not_applicable","architecture_generation 不承接具体 die/package/card 的固定实现规格；候选值已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-GROQ-LPU1-C2C-COUNT","draft","具体链路数量不属于代际抽象"
"REQ-GROQ-LPU1-C2C-RATE","","","LINK-GROQ-LPU1-C2C","","","","","FIELD-INT-PER-LINK-RATE","not_applicable","architecture_generation 不承接具体 die/package/card 的固定实现规格；候选值已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-GROQ-LPU1-C2C-RATE","draft","具体线路速率不属于代际抽象"
"REQ-GROQ-LPU1-C2C-BW","","","LINK-GROQ-LPU1-C2C","","","","","FIELD-INT-AGGREGATE-BW","not_applicable","architecture_generation 不承接具体 die/package/card 的固定实现规格；候选值已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-GROQ-LPU1-C2C-BW","draft","具体聚合带宽不属于代际抽象"
"REQ-GROQ-LPU1-FP16-PHYSICAL-ACCUM","","","","","PP-GROQ-LPU1-MXM-FP16","","","FIELD-NUM-PHYSICAL-ACCUM","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-GROQ-LPU1-FP16-PHYSICAL-ACCUM","draft","程序员可见 FP32 accumulation 不等于物理累加器位宽"
"REQ-GROQ-LPU1-SCALING","","","","","PP-GROQ-LPU1-MXM-FP16","","","FIELD-NUM-SCALING-GRANULARITY","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-GROQ-LPU1-SCALING","draft","TruePoint 未在本包来源中给出可无歧义缩放粒度"
"REQ-GROQ-LPU1-SUBNORMAL","","","","","PP-GROQ-LPU1-MXM-FP16","","","FIELD-NUM-SUBNORMAL","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-GROQ-LPU1-SUBNORMAL","draft","未找到非规格数语义"
"REQ-GROQ-LPU1-TOPOLOGY","OBJ-GROQ-LPU1-ARCH","","","","","","","FIELD-INT-TOPOLOGY","inaccessible_evidence","","blocked","2026-08-12","M2-GHC-ARCH|REQ-GROQ-LPU1-TOPOLOGY","draft","ISCA 2022 scale-out 论文全文当前受远端挑战/522 限制"
"REQ-GROQ-LPU1-MOE-ROUTE","","","","","","CAP-GROQ-LPU1-MOE-ROUTE","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-GROQ-LPU1-MOE-ROUTE","draft","一手架构论文与产品简报未找到专用 MoE routing 模块"
"REQ-GROQ-LPU1-TOPK","","","","","","CAP-GROQ-LPU1-TOPK","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-GROQ-LPU1-TOPK","draft","一手架构论文与产品简报未找到专用 Top-K 模块"
"REQ-NVG3-PROCESS","OBJ-NVIDIA-GROQ3-ARCH","","","","","","","FIELD-PHY-PROCESS","not_applicable","architecture_generation 不承接具体 Groq 3 die/package/LPU 实现定值；per-LPU 数字已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-NVG3-PROCESS","draft","需后续物理对象"
"REQ-NVG3-CLOCK","OBJ-NVIDIA-GROQ3-ARCH","","","","","","","FIELD-PHY-CLOCK","not_applicable","architecture_generation 不承接具体 Groq 3 die/package/LPU 实现定值；per-LPU 数字已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-NVG3-CLOCK","draft","需后续物理对象"
"REQ-NVG3-TRANSISTORS","OBJ-NVIDIA-GROQ3-ARCH","","","","","","","FIELD-PHY-TRANSISTORS","not_applicable","architecture_generation 不承接具体 Groq 3 die/package/LPU 实现定值；per-LPU 数字已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-NVG3-TRANSISTORS","draft","需后续物理对象"
"REQ-NVG3-DIE-AREA","OBJ-NVIDIA-GROQ3-ARCH","","","","","","","FIELD-PHY-DIE-AREA","not_applicable","architecture_generation 不承接具体 Groq 3 die/package/LPU 实现定值；per-LPU 数字已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-NVG3-DIE-AREA","draft","需后续物理对象"
"REQ-NVG3-POWER","OBJ-NVIDIA-GROQ3-ARCH","","","","","","","FIELD-PHY-POWER","not_applicable","architecture_generation 不承接具体 Groq 3 die/package/LPU 实现定值；per-LPU 数字已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-NVG3-POWER","draft","需后续物理对象"
"REQ-NVG3-MXM-THROUGHPUT","OBJ-NVIDIA-GROQ3-ARCH","","","","","","","FIELD-COMP-THROUGHPUT","not_applicable","architecture_generation 不承接具体 Groq 3 die/package/LPU 实现定值；per-LPU 数字已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-NVG3-MXM-THROUGHPUT","draft","官方只有 tray/rack 聚合 FP8 标签，既不能建立单芯片精度路径，也不能投射为架构定值；按总控规则在架构 object 上提问，具体 MXM/VXM 范围保留在 requirement_id 与 notes"
"REQ-NVG3-SRAM-CAPACITY","","CMP-NVG3-MEM","","","","","","FIELD-MEM-CAPACITY","not_applicable","architecture_generation 不承接具体 Groq 3 die/package/LPU 实现定值；per-LPU 数字已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-NVG3-SRAM-CAPACITY","draft","500 MB 为每 LPU 实现值"
"REQ-NVG3-SRAM-BW","","CMP-NVG3-MEM","","","","","","FIELD-MEM-BIDIR-BW","not_applicable","architecture_generation 不承接具体 Groq 3 die/package/LPU 实现定值；per-LPU 数字已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-NVG3-SRAM-BW","draft","150 TB/s 为每 LPU 实现值"
"REQ-NVG3-C2C-COUNT","","","LINK-NVG3-C2C","","","","","FIELD-INT-LINK-COUNT","not_applicable","architecture_generation 不承接具体 Groq 3 die/package/LPU 实现定值；per-LPU 数字已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-NVG3-C2C-COUNT","draft","96 为每 LPU 实现值"
"REQ-NVG3-C2C-RATE","","","LINK-NVG3-C2C","","","","","FIELD-INT-PER-LINK-RATE","not_applicable","architecture_generation 不承接具体 Groq 3 die/package/LPU 实现定值；per-LPU 数字已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-NVG3-C2C-RATE","draft","112 Gbps 为具体线路值"
"REQ-NVG3-C2C-BW","","","LINK-NVG3-C2C","","","","","FIELD-INT-AGGREGATE-BW","not_applicable","architecture_generation 不承接具体 Groq 3 die/package/LPU 实现定值；per-LPU 数字已移入 implementation-object-backlog.csv。","completed","2026-08-12","M2-GHC-ARCH|REQ-NVG3-C2C-BW","draft","约 2.5 TB/s 为每 LPU 聚合实现值"
"REQ-NVG3-MXM-EXACT-FORMATS","OBJ-NVIDIA-GROQ3-ARCH","","","","","","","FIELD-NUM-OPERAND-A","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-NVG3-MXM-EXACT-FORMATS","draft","官方仅写 fixed data types，没有枚举具体格式；按总控规则在架构 object 上提问，具体 MXM/VXM 范围保留在 requirement_id 与 notes"
"REQ-NVG3-MXM-ACCUM","OBJ-NVIDIA-GROQ3-ARCH","","","","","","","FIELD-NUM-ACCUMULATION","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-NVG3-MXM-ACCUM","draft","未找到程序员可见累加格式；按总控规则在架构 object 上提问，具体 MXM/VXM 范围保留在 requirement_id 与 notes"
"REQ-NVG3-MXM-PHYSICAL-ACCUM","OBJ-NVIDIA-GROQ3-ARCH","","","","","","","FIELD-NUM-PHYSICAL-ACCUM","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-NVG3-MXM-PHYSICAL-ACCUM","draft","未找到物理内部累加位宽；按总控规则在架构 object 上提问，具体 MXM/VXM 范围保留在 requirement_id 与 notes"
"REQ-NVG3-VXM-FORMATS","OBJ-NVIDIA-GROQ3-ARCH","","","","","","","FIELD-NUM-OPERAND-A","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-NVG3-VXM-FORMATS","draft","未找到 VXM 精确数据格式；按总控规则在架构 object 上提问，具体 MXM/VXM 范围保留在 requirement_id 与 notes"
"REQ-NVG3-ROUNDING","OBJ-NVIDIA-GROQ3-ARCH","","","","","","","FIELD-NUM-ROUNDING","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-NVG3-ROUNDING","draft","未找到舍入语义；按总控规则在架构 object 上提问，具体 MXM/VXM 范围保留在 requirement_id 与 notes"
"REQ-NVG3-SCALING","OBJ-NVIDIA-GROQ3-ARCH","","","","","","","FIELD-NUM-SCALING-GRANULARITY","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-NVG3-SCALING","draft","未找到缩放粒度；按总控规则在架构 object 上提问，具体 MXM/VXM 范围保留在 requirement_id 与 notes"
"REQ-NVG3-TOPOLOGY-CLASS","","","","","","","TOPO-NVG3-HIGH-RADIX","FIELD-INT-TOPOLOGY-DIMENSIONS","pending_verification","","in_progress","2026-08-12","M2-GHC-ARCH|REQ-NVG3-TOPOLOGY-CLASS","draft","厂商直接表述 high-radix point-to-point；现有 topology_type 枚举无法无损映射，保留待核，不生成非法枚举事实"
"REQ-NVG3-MOE-ROUTE","","","","","","CAP-NVG3-MOE-ROUTE","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-NVG3-MOE-ROUTE","draft","FFN/MoE expert execution 是系统工作分配，不等于专用 routing 模块"
"REQ-NVG3-TOPK","","","","","","CAP-NVG3-TOPK","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-NVG3-TOPK","draft","未找到专用 Top-K 模块"
"REQ-HUAWEI-DV-PROCESS","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","","","","","","","FIELD-PHY-PROCESS","not_applicable","Da Vinci 架构代际对象不承接具体 SoC/die 的固定物理实现参数。","completed","2026-08-12","M2-GHC-ARCH|REQ-HUAWEI-DV-PROCESS","draft","论文产品配置的制程不能投射到代际"
"REQ-HUAWEI-DV-CLOCK","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","","","","","","","FIELD-PHY-CLOCK","not_applicable","Da Vinci 架构代际对象不承接具体 SoC/die 的固定物理实现参数。","completed","2026-08-12","M2-GHC-ARCH|REQ-HUAWEI-DV-CLOCK","draft","Ascend-Max 1 GHz 已移入实现待办"
"REQ-HUAWEI-DV-TRANSISTORS","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","","","","","","","FIELD-PHY-TRANSISTORS","not_applicable","Da Vinci 架构代际对象不承接具体 SoC/die 的固定物理实现参数。","completed","2026-08-12","M2-GHC-ARCH|REQ-HUAWEI-DV-TRANSISTORS","draft","需物理对象"
"REQ-HUAWEI-DV-DIE-AREA","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","","","","","","","FIELD-PHY-DIE-AREA","not_applicable","Da Vinci 架构代际对象不承接具体 SoC/die 的固定物理实现参数。","completed","2026-08-12","M2-GHC-ARCH|REQ-HUAWEI-DV-DIE-AREA","draft","需物理对象"
"REQ-HUAWEI-DV-POWER","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","","","","","","","FIELD-PHY-POWER","not_applicable","Da Vinci 架构代际对象不承接具体 SoC/die 的固定物理实现参数。","completed","2026-08-12","M2-GHC-ARCH|REQ-HUAWEI-DV-POWER","draft","需物理对象"
"REQ-HUAWEI-DV-PHYSICAL-ACCUM","","","","","PP-HUAWEI-DV-CUBE-FP16","","","FIELD-NUM-PHYSICAL-ACCUM","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-HUAWEI-DV-PHYSICAL-ACCUM","draft","FP32 destination 不等于物理内部累加宽度"
"REQ-HUAWEI-DV-ROUNDING","","","","","PP-HUAWEI-DV-CUBE-FP16","","","FIELD-NUM-ROUNDING","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-HUAWEI-DV-ROUNDING","draft","两篇原始论文未给舍入语义"
"REQ-HUAWEI-DV-SCALING","","","","","PP-HUAWEI-DV-CUBE-INT8","","","FIELD-NUM-SCALING-GRANULARITY","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-HUAWEI-DV-SCALING","draft","未给量化缩放粒度"
"REQ-HUAWEI-DV-SATURATION","","","","","PP-HUAWEI-DV-CUBE-INT8","","","FIELD-NUM-SATURATION","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-HUAWEI-DV-SATURATION","draft","未给饱和/溢出语义"
"REQ-HUAWEI-DV-SUBNORMAL","","","","","PP-HUAWEI-DV-CUBE-FP16","","","FIELD-NUM-SUBNORMAL","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-HUAWEI-DV-SUBNORMAL","draft","未给非规格数处理"
"REQ-HUAWEI-DV-INT8-OUTPUT","","","","","PP-HUAWEI-DV-CUBE-INT8","","","FIELD-NUM-OUTPUT","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-HUAWEI-DV-INT8-OUTPUT","draft","原文明确 FP16 source→FP32 destination，但未明确 INT8 destination"
"REQ-HUAWEI-DV-SCALAR-THROUGHPUT","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","","","","","","","FIELD-COMP-THROUGHPUT","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-HUAWEI-DV-SCALAR-THROUGHPUT","draft","未找到标量峰值；按总控规则在架构 object 上提问，具体 scalar/vector 范围保留在 requirement_id"
"REQ-HUAWEI-DV-VECTOR-THROUGHPUT","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","","","","","","","FIELD-COMP-THROUGHPUT","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-HUAWEI-DV-VECTOR-THROUGHPUT","draft","未找到向量路径独立峰值；按总控规则在架构 object 上提问，具体 scalar/vector 范围保留在 requirement_id"
"REQ-HUAWEI-DV-INTERCONNECT-TOPOLOGY","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","","","","","","","FIELD-INT-TOPOLOGY","not_applicable","SoC NoC 拓扑属于具体产品实现，不是 AI Core 架构代际固有拓扑。","completed","2026-08-12","M2-GHC-ARCH|REQ-HUAWEI-DV-INTERCONNECT-TOPOLOGY","draft","Ascend 910 4×6 mesh 不投射"
"REQ-HUAWEI-DV-INTERCONNECT-BW","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","","","","","","","FIELD-INT-AGGREGATE-BW","not_applicable","SoC NoC 与 HBM 带宽属于具体产品实现。","completed","2026-08-12","M2-GHC-ARCH|REQ-HUAWEI-DV-INTERCONNECT-BW","draft","不使用 Ascend 910 聚合值"
"REQ-HUAWEI-DV-COMPUTE-BW-RATIO","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","","","","","","","FIELD-DER-COMPUTE-BW-SPEC","not_applicable","只有 Ascend-Max 示例 core 的吞吐和端口带宽，不能形成 Da Vinci 代际通用存算比。","completed","2026-08-12","M2-GHC-ARCH|REQ-HUAWEI-DV-COMPUTE-BW-RATIO","draft","保留原始示例值，不生成架构通用派生事实"
"REQ-HUAWEI-DV-MOE-ROUTE","","","","","","CAP-HUAWEI-DV-MOE-ROUTE","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-HUAWEI-DV-MOE-ROUTE","draft","原始论文未找到专用 MoE routing"
"REQ-HUAWEI-DV-TOPK","","","","","","CAP-HUAWEI-DV-TOPK","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-HUAWEI-DV-TOPK","draft","原始论文未找到专用 Top-K"
"REQ-CAMBRICON-MLUARCH05-PROCESS","OBJ-CAMBRICON-MLU590-ARCH","","","","","","","FIELD-PHY-PROCESS","not_applicable","MLUarch05 architecture_generation 不承接思元590 die/package/card 的固定物理实现参数。","completed","2026-08-12","M2-GHC-ARCH|REQ-CAMBRICON-MLUARCH05-PROCESS","draft","需物理对象"
"REQ-CAMBRICON-MLUARCH05-CLOCK","OBJ-CAMBRICON-MLU590-ARCH","","","","","","","FIELD-PHY-CLOCK","not_applicable","MLUarch05 architecture_generation 不承接思元590 die/package/card 的固定物理实现参数。","completed","2026-08-12","M2-GHC-ARCH|REQ-CAMBRICON-MLUARCH05-CLOCK","draft","需物理对象"
"REQ-CAMBRICON-MLUARCH05-TRANSISTORS","OBJ-CAMBRICON-MLU590-ARCH","","","","","","","FIELD-PHY-TRANSISTORS","not_applicable","MLUarch05 architecture_generation 不承接思元590 die/package/card 的固定物理实现参数。","completed","2026-08-12","M2-GHC-ARCH|REQ-CAMBRICON-MLUARCH05-TRANSISTORS","draft","需物理对象"
"REQ-CAMBRICON-MLUARCH05-DIE-AREA","OBJ-CAMBRICON-MLU590-ARCH","","","","","","","FIELD-PHY-DIE-AREA","not_applicable","MLUarch05 architecture_generation 不承接思元590 die/package/card 的固定物理实现参数。","completed","2026-08-12","M2-GHC-ARCH|REQ-CAMBRICON-MLUARCH05-DIE-AREA","draft","需物理对象"
"REQ-CAMBRICON-MLUARCH05-POWER","OBJ-CAMBRICON-MLU590-ARCH","","","","","","","FIELD-PHY-POWER","not_applicable","MLUarch05 architecture_generation 不承接思元590 die/package/card 的固定物理实现参数。","completed","2026-08-12","M2-GHC-ARCH|REQ-CAMBRICON-MLUARCH05-POWER","draft","需物理对象"
"REQ-CAMBRICON-MLUARCH05-EXECUTION","OBJ-CAMBRICON-MLU590-ARCH","","","","","","","FIELD-COMP-EXECUTION","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-CAMBRICON-MLUARCH05-EXECUTION","draft","可访问一手资料只给 MLUarch05 名称和软件构建目标，未给执行组织"
"REQ-CAMBRICON-MLUARCH05-MATRIX","OBJ-CAMBRICON-MLU590-ARCH","","","","","","","FIELD-COMP-ARRAY-SHAPE","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-CAMBRICON-MLUARCH05-MATRIX","draft","未找到矩阵执行单元形态"
"REQ-CAMBRICON-MLUARCH05-MATRIX-THROUGHPUT","OBJ-CAMBRICON-MLU590-ARCH","","","","","","","FIELD-COMP-THROUGHPUT","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-CAMBRICON-MLUARCH05-MATRIX-THROUGHPUT","draft","未找到架构级矩阵路径吞吐"
"REQ-CAMBRICON-MLUARCH05-VECTOR","OBJ-CAMBRICON-MLU590-ARCH","","","","","","","FIELD-COMP-INSTRUCTION-TILE","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-CAMBRICON-MLUARCH05-VECTOR","draft","未找到向量路径宽度或组织"
"REQ-CAMBRICON-MLUARCH05-SCALAR","OBJ-CAMBRICON-MLU590-ARCH","","","","","","","FIELD-COMP-ISSUE-WIDTH","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-CAMBRICON-MLUARCH05-SCALAR","draft","未找到标量路径组织"
"REQ-CAMBRICON-MLUARCH05-FORMATS","OBJ-CAMBRICON-MLU590-ARCH","","","","","","","FIELD-NUM-OPERAND-A","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-CAMBRICON-MLUARCH05-FORMATS","draft","未找到物理架构可归属的数据格式列表"
"REQ-CAMBRICON-MLUARCH05-ACCUM","OBJ-CAMBRICON-MLU590-ARCH","","","","","","","FIELD-NUM-ACCUMULATION","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-CAMBRICON-MLUARCH05-ACCUM","draft","未找到程序员可见累加格式"
"REQ-CAMBRICON-MLUARCH05-PHYSICAL-ACCUM","OBJ-CAMBRICON-MLU590-ARCH","","","","","","","FIELD-NUM-PHYSICAL-ACCUM","not_found","","completed","2026-08-12","M2-GHC-ARCH|REQ-CAMBRICON-MLUARCH05-PHYSICAL-ACCUM","draft","未找到物理累加位宽"
